PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Tema,Total de egresos,25969769080,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Capítulo,Servicios personales,1045820693,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Remuneraciones al personal,546631452,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,22972882,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría general de gobierno,62488191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,63889633,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,46025562,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de fomento económico,11020121,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de turismo,12710257,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría del medio ambiente,24990365,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de planeación,10769553,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de desarrollo social,17251767,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,18649428,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Seguridad pública y tránsito,176340799,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Contraloría general del estado,14818672,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Oficialía mayor,40255065,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Dependencias diversas,24449157,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Remuneraciones adicionales y especiales,287615955,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,9954445,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",112156754,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Compensaciones,165504756,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Seguridad social,155797248,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Aportaciones de seguridad social,137725549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,6008278,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,6866687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Aportaciones para seguros,5196734,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Otras prestaciones sociales y económicas,51813595,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,8583259,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Indemnizaciones,349716,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Prestaciones y haberes de retiro,15301547,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Prestaciones contractuales,23660254,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,3918819,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Pago de estímulos a servidores públicos,3962443,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Estímulos,3962443,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Capítulo,Materiales y suministros,179869057,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",57309782,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",5960080,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,153689,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",7417822,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Material impreso e información digital,286631,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Material de limpieza,2744395,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,208137,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materiales para el registro e identificación de bienes y personas,40539028,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Alimentos y utensilios,30226916,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Productos alimenticios para personas,28982796,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Productos alimenticios para animales,1089273,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,154847,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",4028642,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Herramientas menores,513057,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,203521,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",71390,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,916948,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,81627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,57771,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,2066143,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,118185,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,6925663,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Productos minerales no metálicos,75881,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Cemento y productos de concreto,43852,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",107158,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Madera y productos de madera,207549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Vidrio y productos de vidrio,14841,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Material eléctrico y electrónico,1598337,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Artículos metálicos para la construcción,388816,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materiales complementarios,2349056,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,2140173,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",4180745,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",4175084,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,Productos químicos básicos,1315694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",115742,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,36851,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",231295,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",1207157,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",147478,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,Otros productos químicos,1120867,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,5661,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",5661,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",46165142,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",46165142,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",24642471,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Vestuario y uniformes,23326667,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,1139432,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Artículos deportivos,1175,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Productos textiles,128722,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",46475,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Materiales y suministros para seguridad,6389696,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Materiales de seguridad pública,2281497,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,4108199,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Capítulo,Servicios generales,327048002,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Servicios básicos,45255049,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Energía eléctrica,15219032,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Gas,1594217,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Agua,2144947,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Telefonía tradicional,3838256,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Telefonía celular,524801,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,2405081,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de acceso de Internet, redes y procesamiento de información",9724225,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios postales y telegráficos,1811790,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios integrales y otros servicios,7992700,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Servicios de arrendamiento,34773478,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Arrendamiento de edificios,10877545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Arrendamiento de mobiliario y equipo de administración, educacional y recreativo",1590930,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Arrendamiento de equipo de transporte,9351001,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Arrendamiento de maquinaria, otros equipos y herramientas",1861,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Arrendamiento de activos intangibles,11902463,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Otros arrendamientos,1049678,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",54314603,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios legales, de contabilidad, auditoría y relacionados",8976345,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",5301678,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",2452001,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de capacitación,11739492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",12341759,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de vigilancia,8881942,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",4621386,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",42529830,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios financieros y bancarios,6978976,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de recaudación, traslado y custodia de valores",1769805,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Seguro de bienes patrimoniales,33635358,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Fletes y maniobras,145691,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",62689198,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,2146302,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",244345,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",20564525,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de jardinería y fumigación,472112,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,17334566,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Reparación y mantenimiento de equipo de defensa y seguridad e instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",6086922,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Subpartida Genérica,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",6086922,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",5933115,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,9907311,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Servicios de comunicación social y publicidad,42342199,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",42057030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,"Servicios de creatividad, preproducción y producción de publicidad, excepto Internet",128880,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Servicios de revelado de fotografías,6289,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Partida Genérica,Otros servicios de información,150000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2017,01,Egresos,Concepto,Servicios de traslado y viáticos,6361187,Cifras Definitivas
