PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Tema,Total de egresos,21075072001,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Capítulo,Servicios personales,1203028134,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Remuneraciones al personal,583932696,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,27453373,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría general de gobierno,49900233,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,47963186,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,40873772,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de fomento económico,10357341,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de turismo,11920863,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría del medio ambiente,21668623,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de planeación,9462917,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de desarrollo social,16123994,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,16088261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Seguridad pública y tránsito,148100619,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Procuraduría general de justicia,113517817,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Contraloría general del estado,12612672,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Oficialía mayor,35221933,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Dependencias diversas,22667092,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Remuneraciones adicionales y especiales,380344632,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,9159820,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",136454027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Compensaciones,234730785,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Seguridad social,142628918,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Aportaciones de seguridad social,126694951,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,5346408,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,6110262,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Aportaciones para seguros,4477297,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Otras prestaciones sociales y económicas,76698992,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,7637729,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Indemnizaciones,27478462,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Prestaciones y haberes de retiro,14799073,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Prestaciones contractuales,22331763,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,4451965,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Pago de estímulos a servidores públicos,19422896,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Estímulos,19422896,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Capítulo,Materiales y suministros,159285297,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",50436621,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",4043515,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,60323,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",5300365,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Material impreso e información digital,449648,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Material de limpieza,1002625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,313601,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Materiales para el registro e identificación de bienes y personas,39266544,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Alimentos y utensilios,30489907,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Productos alimenticios para personas,29072556,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Productos alimenticios para animales,1368556,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,48795,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",3483011,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Herramientas menores,401453,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,74906,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",97546,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,540807,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,167107,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de defensa y seguridad,51451,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,2022015,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,127726,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,3853903,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Productos minerales no metálicos,18891,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",8837,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Madera y productos de madera,87957,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Vidrio y productos de vidrio,22499,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Material eléctrico y electrónico,993540,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Artículos metálicos para la construcción,159314,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Materiales complementarios,897935,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,1664930,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",2453079,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",2445349,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,Productos químicos básicos,1830909,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",61568,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,168557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",16142,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",144750,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",138106,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,Otros productos químicos,85317,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,7730,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",2589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",5141,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",47534516,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",47534516,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",12199854,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Vestuario y uniformes,11238536,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,562415,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Artículos deportivos,81969,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Productos textiles,21563,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",295371,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Materiales y suministros para seguridad,8834406,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,8834406,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Capítulo,Servicios generales,404221537,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Concepto,Servicios básicos,45195333,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Energía eléctrica,15558102,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2014,01,Egresos,Partida Genérica,Gas,1477857,Cifras Definitivas
