PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Tema,Total de egresos,26045612154,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Capítulo,Servicios personales,1490805783,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Concepto,Remuneraciones al personal,616724404,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,31786501,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría general de gobierno,67044676,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,55509472,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,38792920,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de fomento económico,15021620,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de turismo,15750552,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría del medio ambiente,22319147,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de planeación,9888467,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de desarrollo social,19963178,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,17335464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Seguridad pública y tránsito,225044697,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Contraloría general del estado,16934257,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Oficialía mayor,42051456,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2020,01,Egresos,Partida Genérica,Dependencias diversas,39281997,Cifras Definitivas
