PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Tema,Total de egresos,26551647082,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Capítulo,Servicios personales,1671769220,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Concepto,Remuneraciones al personal,703140636,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,33791725,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría general de gobierno,71719282,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,60124257,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de salud,74800,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,64162025,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de fomento económico,20737891,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de turismo,16788244,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría del medio ambiente,23460221,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de planeación,4468085,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de desarrollo social,37774616,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,17810780,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Seguridad pública y tránsito,247052653,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Contraloría general del estado,19679403,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Oficialía mayor,43545474,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Dependencias diversas,41951180,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Concepto,Remuneraciones adicionales y especiales,520235360,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,14955139,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",174986470,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Compensaciones,330293751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Concepto,Seguridad social,300987026,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Aportaciones de seguridad social,241975507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,11552347,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,13202556,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Partida Genérica,Aportaciones para seguros,34256616,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2021,01,Egresos,Concepto,Otras prestaciones sociales y económicas,141726520,Cifras Definitivas
