PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Tema,Total de egresos,24431871000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Capítulo,Servicios personales,1132656504,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Concepto,Remuneraciones al personal,565443106,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,24876270,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría general de gobierno,64120732,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,68995557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,47133993,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de fomento económico,12988741,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de turismo,13763863,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría del medio ambiente,24619610,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de planeación,11332374,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2016,01,Egresos,Partida Genérica,Secretaría de desarrollo social,19270625,Cifras Definitivas
