PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Tema,Total de egresos,29198808232,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Capítulo,Servicios personales,1801046324,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Concepto,Remuneraciones al personal,747595227,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,34787941,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría general de gobierno,82695077,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,64339472,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de salud,382690,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,59995477,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de fomento económico,21892006,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de turismo,16759094,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría del medio ambiente,24540724,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de planeación,4930593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de desarrollo social,40406399,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,18734971,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Seguridad pública y tránsito,263799655,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2022,01,Egresos,Partida Genérica,Contraloría general del estado,21558941,Cifras Definitivas
