PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Tema,Total de egresos,27743639098,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Capítulo,Servicios personales,1191739912,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Concepto,Remuneraciones al personal,616590265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,26161633,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría general de gobierno,70647403,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,62200405,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,61853220,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de fomento económico,13445099,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de turismo,13635269,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría del medio ambiente,27509743,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de planeación,9873126,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de desarrollo social,20611402,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Secretaría de fomento agropecuario y forestal,20399898,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Seguridad pública y tránsito,190118824,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Contraloría general del estado,14183495,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Oficialía mayor,43885307,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Dependencias diversas,42065441,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Concepto,Remuneraciones adicionales y especiales,324457786,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,10924502,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",130585950,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Compensaciones,182947334,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Concepto,Seguridad social,179539251,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Aportaciones de seguridad social,153682015,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,6583198,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,7523717,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Aportaciones para seguros,11750321,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Concepto,Otras prestaciones sociales y económicas,66010024,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,9404600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Indemnizaciones,7678837,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Prestaciones y haberes de retiro,17274361,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Prestaciones contractuales,27127403,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,4524823,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Concepto,Pago de estímulos a servidores públicos,5142586,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2018,01,Egresos,Partida Genérica,Estímulos,5142586,Cifras Definitivas
